frame	OBJECT	ITIME_s	FILT1NAM	FILT2NAM	HA	RA	DEC	LOOPSTAT	LASONSKY	LAMPS_ON
s0319.fits	TIC_283410775	30.0	J	Open	00:21:22.13	22:01:14.49	28:18:17.7	Closed	off	
s0320.fits	TIC_283410775	30.0	J	Open	00:22:21.39	22:01:14.44	28:18:18.8	Closed	off	
s0321.fits	TIC_283410775	30.0	J	Open	00:23:41.99	22:01:13.69	28:18:18.4	Closed	off	
s0322.fits	TIC_283410775	30.0	J	Open	00:24:41.12	22:01:13.71	28:18:18.0	Closed	off	
s0323.fits	TIC_283410775	30.0	J	Open	00:25:40.38	22:01:13.70	28:18:18.5	Closed	off	
s0324.fits	TIC_283410775	30.0	J	Open	00:26:40.47	22:01:13.72	28:18:19.0	Closed	off	
s0325.fits	TIC_283410775	30.0	J	Open	00:27:40.71	22:01:13.71	28:18:18.5	Closed	off	
s0326.fits	TIC_283410775	30.0	J	Open	00:28:39.94	22:01:13.71	28:18:18.2	Closed	off	
s0327.fits	TIC_283410775	30.0	J	Open	00:29:40.07	22:01:13.71	28:18:18.2	Closed	off	
s0328.fits	TIC_283410775	30.0	J	Open	00:30:40.25	22:01:13.71	28:18:18.8	Closed	off	
s0329.fits	TIC_283410775	30.0	J	Open	00:31:40.34	22:01:13.72	28:18:19.3	Closed	off	
s0330.fits	TIC_283410775	30.0	J	Open	00:32:39.50	22:01:13.68	28:18:16.8	Closed	off	
s0331.fits	TIC_283410775	30.0	J	Open	00:34:06.96	22:01:13.70	28:18:28.6	Closed	off	
s0332.fits	TIC_283410775	30.0	J	Open	00:35:06.18	22:01:13.72	28:18:28.8	Closed	off	
s0333.fits	TIC_283410775	30.0	J	Open	00:36:07.27	22:01:13.73	28:18:28.5	Closed	off	
s0334.fits	TIC_283410775	30.0	J	Open	00:37:06.47	22:01:13.73	28:18:28.7	Closed	off	
s0335.fits	TIC_283410775	30.0	J	Open	00:38:06.59	22:01:13.72	28:18:29.0	Closed	off	
s0336.fits	TIC_283410775	30.0	J	Open	00:39:05.81	22:01:13.73	28:18:28.6	Closed	off	
s0337.fits	TIC_283410775	30.0	J	Open	00:40:05.99	22:01:13.72	28:18:28.6	Closed	off	
s0338.fits	TIC_283410775	30.0	J	Open	00:41:06.13	22:01:13.72	28:18:29.6	Closed	off	
s0339.fits	TIC_283410775	30.0	J	Open	00:42:06.35	22:01:13.73	28:18:28.4	Closed	off	
s0340.fits	TIC_283410775	30.0	J	Open	00:43:05.53	22:01:13.72	28:18:28.7	Closed	off	
s0341.fits	TOI-6158	120.0	Ks	Open	00:36:33.74	22:15:35.02	16:17:06.3	Closed	off	
s0342.fits	TIC_388814426	60.0	J	Open	-2:13:10.03	01:13:26.99	00:01:08.2	Closed	off	
s0343.fits	TIC_388814426	600.0	J	Open	-2:11:15.50	01:13:27.02	00:01:06.1	Closed	off	
s0344.fits	TIC_388814426	600.0	J	Open	-1:59:25.33	01:13:27.34	00:01:12.7	Closed	off	
s0345.fits	dark	1.5	BrG-2.16	Blank25	00:00:08.76	23:28:12.31	37:14:34.7	Open	off	
s0346.fits	dark	1.5	BrG-2.16	Blank25	00:00:05.49	23:28:24.91	37:14:34.1	Open	off	
s0347.fits	dark	1.5	BrG-2.16	Blank25	00:00:07.57	23:28:33.50	37:14:33.1	Open	off	
s0348.fits	dark	1.5	BrG-2.16	Blank25	00:00:07.58	23:28:43.50	37:14:33.3	Open	off	
s0349.fits	dark	1.5	BrG-2.16	Blank25	00:00:07.59	23:28:53.50	37:14:33.3	Open	off	
s0350.fits	dark	1.5	BrG-2.16	Blank25	00:00:07.59	23:29:03.51	37:14:33.2	Open	off	
s0351.fits	dark	1.5	BrG-2.16	Blank25	00:00:07.59	23:29:13.51	37:14:33.2	Open	off	
s0352.fits	dark	1.5	BrG-2.16	Blank25	00:00:07.59	23:29:24.52	37:14:33.4	Open	off	
s0353.fits	dark	1.5	BrG-2.16	Blank25	00:00:07.59	23:29:34.53	37:14:33.2	Open	off	
s0354.fits	dark	15.0	BrG-2.16	Blank25	00:00:07.60	23:29:44.54	37:14:33.0	Open	off	
s0355.fits	dark	15.0	BrG-2.16	Blank25	00:00:07.60	23:30:18.56	37:14:32.9	Open	off	
s0356.fits	dark	15.0	BrG-2.16	Blank25	00:00:07.60	23:30:51.59	37:14:32.6	Open	off	
s0357.fits	dark	15.0	BrG-2.16	Blank25	00:00:07.60	23:31:24.62	37:14:32.5	Open	off	
s0358.fits	dark	15.0	BrG-2.16	Blank25	00:00:07.60	23:31:58.65	37:14:32.4	Open	off	
s0359.fits	dark	15.0	BrG-2.16	Blank25	00:00:07.60	23:32:31.68	37:14:32.3	Open	off	
s0360.fits	dark	15.0	BrG-2.16	Blank25	00:00:07.60	23:33:05.71	37:14:32.1	Open	off	
s0361.fits	dark	15.0	BrG-2.16	Blank25	00:00:07.60	23:33:39.74	37:14:32.0	Open	off	
s0362.fits	dark	15.0	BrG-2.16	Blank25	00:00:07.60	23:34:12.76	37:14:31.9	Open	off	
s0363.fits	dark	20.0	BrG-2.16	Blank25	00:00:07.60	23:34:45.79	37:14:31.7	Open	off	
s0364.fits	dark	20.0	BrG-2.16	Blank25	00:00:07.60	23:35:23.82	37:14:31.6	Open	off	
s0365.fits	dark	20.0	BrG-2.16	Blank25	00:00:07.60	23:36:02.86	37:14:31.4	Open	off	
s0366.fits	dark	20.0	BrG-2.16	Blank25	00:00:07.61	23:36:40.89	37:14:31.3	Open	off	
s0367.fits	dark	20.0	BrG-2.16	Blank25	00:00:07.61	23:37:16.92	37:14:31.2	Open	off	
s0368.fits	dark	20.0	BrG-2.16	Blank25	00:00:07.61	23:37:54.95	37:14:31.0	Open	off	
s0369.fits	dark	20.0	BrG-2.16	Blank25	00:00:07.61	23:38:32.99	37:14:30.9	Open	off	
s0370.fits	dark	20.0	BrG-2.16	Blank25	00:00:07.61	23:39:12.02	37:14:30.8	Open	off	
s0371.fits	dark	20.0	BrG-2.16	Blank25	00:00:07.61	23:39:49.05	37:14:30.7	Open	off	
s0372.fits	dark	30.0	BrG-2.16	Blank25	00:00:07.61	23:40:27.09	37:14:30.6	Open	off	
s0373.fits	dark	30.0	BrG-2.16	Blank25	00:00:07.61	23:41:27.14	37:14:30.4	Open	off	
s0374.fits	dark	30.0	BrG-2.16	Blank25	00:00:07.61	23:42:26.19	37:14:30.2	Open	off	
s0375.fits	dark	30.0	BrG-2.16	Blank25	00:00:07.61	23:43:27.24	37:14:30.1	Open	off	
s0376.fits	dark	30.0	BrG-2.16	Blank25	00:00:07.61	23:44:27.29	37:14:29.9	Open	off	
s0377.fits	dark	30.0	BrG-2.16	Blank25	00:00:07.61	23:45:26.34	37:14:29.8	Open	off	
s0378.fits	dark	30.0	BrG-2.16	Blank25	00:00:07.61	23:46:27.39	37:14:29.6	Open	off	
s0379.fits	dark	30.0	BrG-2.16	Blank25	00:00:07.61	23:47:26.44	37:14:29.5	Open	off	
s0380.fits	dark	30.0	BrG-2.16	Blank25	00:00:07.61	23:48:25.49	37:14:29.4	Open	off	
s0381.fits	dark	60.0	BrG-2.16	Blank25	00:00:07.61	23:49:26.55	37:14:29.3	Open	off	
s0382.fits	dark	60.0	BrG-2.16	Blank25	00:00:07.61	23:50:56.62	37:14:29.2	Open	off	
s0383.fits	dark	60.0	BrG-2.16	Blank25	00:00:07.61	23:52:27.70	37:14:29.1	Open	off	
s0384.fits	dark	60.0	BrG-2.16	Blank25	00:00:07.61	23:53:57.78	37:14:29.0	Open	off	
s0385.fits	dark	60.0	BrG-2.16	Blank25	00:00:07.61	23:55:27.86	37:14:28.9	Open	off	
s0386.fits	dark	60.0	BrG-2.16	Blank25	00:00:07.62	23:56:57.93	37:14:28.9	Open	off	
s0387.fits	dark	60.0	BrG-2.16	Blank25	00:00:07.62	23:58:28.01	37:14:28.9	Open	off	
s0388.fits	dark	60.0	BrG-2.16	Blank25	00:00:07.62	23:59:58.09	37:14:28.9	Open	off	
s0389.fits	dark	60.0	BrG-2.16	Blank25	00:00:07.62	00:01:29.17	37:14:28.9	Open	off	
s0390.fits	dark	90.0	BrG-2.16	Blank25	00:00:07.62	00:02:59.24	37:14:28.9	Open	off	
s0391.fits	dark	90.0	BrG-2.16	Blank25	00:00:07.62	00:04:58.35	37:14:29.0	Open	off	
s0392.fits	dark	90.0	BrG-2.16	Blank25	00:00:07.62	00:06:57.45	37:14:29.1	Open	off	
s0393.fits	dark	90.0	BrG-2.16	Blank25	00:00:07.62	00:08:57.55	37:14:29.3	Open	off	
s0394.fits	dark	90.0	BrG-2.16	Blank25	00:00:07.62	00:10:56.66	37:14:29.4	Open	off	
s0395.fits	dark	90.0	BrG-2.16	Blank25	00:00:07.62	00:12:55.76	37:14:29.6	Open	off	
s0396.fits	dark	90.0	BrG-2.16	Blank25	00:00:07.62	00:14:54.86	37:14:29.9	Open	off	
s0397.fits	dark	90.0	BrG-2.16	Blank25	00:00:07.62	00:16:54.97	37:14:30.2	Open	off	
s0398.fits	dark	90.0	BrG-2.16	Blank25	00:00:07.62	00:18:55.07	37:14:30.5	Open	off	
s0399.fits	dark	120.0	BrG-2.16	Blank25	00:00:07.63	00:20:54.17	37:14:30.9	Open	off	
s0400.fits	dark	120.0	BrG-2.16	Blank25	00:00:07.63	00:23:24.31	37:14:31.4	Open	off	
s0401.fits	dark	120.0	BrG-2.16	Blank25	00:00:07.63	00:25:53.44	37:14:32.0	Open	off	
s0402.fits	dark	120.0	BrG-2.16	Blank25	00:00:07.63	00:28:24.57	37:14:32.7	Open	off	
s0403.fits	dark	120.0	BrG-2.16	Blank25	00:00:07.63	00:30:53.70	37:14:33.3	Open	off	
s0404.fits	dark	120.0	BrG-2.16	Blank25	00:00:07.63	00:33:23.84	37:14:34.0	Open	off	
s0405.fits	dark	120.0	BrG-2.16	Blank25	00:00:07.63	00:35:53.97	37:14:34.9	Open	off	
s0406.fits	dark	120.0	BrG-2.16	Blank25	00:00:07.63	00:38:24.11	37:14:35.7	Open	off	
s0407.fits	dark	120.0	BrG-2.16	Blank25	00:00:07.63	00:40:54.24	37:14:36.6	Open	off	
s0408.fits	dark	240.0	BrG-2.16	Blank25	00:00:07.63	00:43:24.38	37:14:37.7	Open	off	
s0409.fits	dark	240.0	BrG-2.16	Blank25	00:00:07.63	00:47:53.62	37:14:39.6	Open	off	
s0410.fits	dark	240.0	BrG-2.16	Blank25	00:00:07.64	00:52:22.87	37:14:41.7	Open	off	
s0411.fits	dark	240.0	BrG-2.16	Blank25	00:00:07.64	00:56:52.12	37:14:44.0	Open	off	
s0412.fits	dark	240.0	BrG-2.16	Blank25	00:00:07.63	01:01:22.38	37:14:46.6	Open	off	
s0413.fits	dark	240.0	BrG-2.16	Blank25	00:00:07.64	01:05:52.64	37:14:49.3	Open	off	
s0414.fits	dark	240.0	BrG-2.16	Blank25	00:00:07.63	01:10:21.90	37:14:52.1	Open	off	
s0415.fits	dark	240.0	BrG-2.16	Blank25	00:00:07.63	01:14:50.16	37:14:55.2	Open	off	
s0416.fits	dark	240.0	BrG-2.16	Blank25	00:00:07.64	01:19:19.43	37:14:58.4	Open	off	
s0417.fits	dark	600.0	BrG-2.16	Blank25	00:00:07.63	01:23:49.70	37:15:01.9	Open	off	
s0418.fits	dark	600.0	BrG-2.16	Blank25	00:00:07.63	01:34:20.36	37:15:10.6	Open	off	
s0419.fits	dark	600.0	BrG-2.16	Blank25	00:00:07.63	01:44:51.03	37:15:20.3	Open	off	
s0420.fits	dark	600.0	BrG-2.16	Blank25	00:00:07.63	01:55:22.73	37:15:31.1	Open	off	
s0421.fits	dark	600.0	BrG-2.16	Blank25	00:00:07.63	02:05:54.46	37:15:42.6	Open	off	
